district,date,total_bio_updates,mean_updates,std_updates,z_score
Thoothukkudi,2025-03-01,26156,1589.3295454545455,3794.856381882854,6.473675939840566
Chittorgarh,2025-07-01,11681,727.8837209302326,1696.7193009806044,6.455467485246091
Kushinagar,2025-07-01,27806,1679.840909090909,4055.5098858428755,6.442139170246202
Dungarpur,2025-07-01,13964,983.6136363636364,2025.516823117362,6.4084317718274795
Banswara,2025-07-01,15783,1089.6627906976744,2304.6297679464833,6.3755738182600465
Dharmapuri,2025-03-01,18432,1191.5681818181818,2708.06903592648,6.36631917039868
Charaideo,2025-07-01,1389,95.32183908045977,203.3155122974253,6.362909284693684
Bhilwara,2025-07-01,17897,1395.5697674418604,2597.730147379564,6.352249578041739
Kanker,2025-06-01,8776,611.5977011494252,1285.519888132949,6.351050943839002
Kokrajhar,2025-04-01,5818,331.71264367816093,864.1308970080054,6.348907758439997
Dhubri,2025-04-01,11013,683.6206896551724,1631.7974982763376,6.330061984563476
Dadra & Nagar Haveli,2025-03-01,139,7.788732394366197,20.746025776352408,6.324645935569811
Chittaurgarh,2025-07-01,313,27.29268292682927,45.183436221279386,6.323275540044369
Ahmed Nagar,2025-07-01,511,69.51190476190476,69.88587841007256,6.3172718907181125
South Delhi,2025-04-01,52703,2562.4827586206898,7937.581682952087,6.316850552740569
Dholpur,2025-07-01,13119,865.3139534883721,1942.5689132245834,6.307980099491564
Narayanpet,2025-07-01,1142,75.74698795180723,169.1849070254412,6.302293926773593
Kinnaur,2025-07-01,849,53.81927710843374,126.40972336195769,6.290502832718575
Baksa,2025-04-01,3072,200.632183908046,456.7970928852666,6.285871475134702
Chandel,2025-07-01,1583,102.15294117647059,236.40610266689657,6.263996750160414
Bundi,2025-07-01,10920,739.4941176470588,1626.5276527997084,6.259042608239366
Khairagarh Chhuikhadan Gandai,2025-06-01,449,16.171875,69.1636097287749,6.258032608438679
Kota,2025-07-01,17542,1085.5116279069769,2629.671438855773,6.2580017141812965
Jhalawar,2025-07-01,12157,942.4941176470588,1793.9086656126683,6.251436373168355
Davanagere,2025-07-01,859,73.54117647058824,125.84245185578526,6.241604577361089
Barabanki,2025-07-01,597,50.285714285714285,87.78047254215831,6.228199391974283
South Tripura,2025-03-01,12149,661.5632183908046,1846.4095749945038,6.2214997892021815
Khowai,2025-03-01,2068,107.83529411764705,315.7131702706634,6.208688425008967
Jalna,2025-07-01,31908,2189.681818181818,4805.5626664600695,6.184149545948933
Jiribam,2025-07-01,492,24.88607594936709,75.64068016578693,6.175432624704417
Y. S. R,2025-06-01,1684,104.97560975609755,256.1111822419644,6.16538636236546
Kaithal,2025-07-01,16538,929.4883720930233,2532.9772658425036,6.162120694247672
Annamayya,2025-05-01,1912,115.61904761904762,291.75736349043405,6.157105791230016
Ayodhya,2025-07-01,1272,85.94186046511628,193.09445141759682,6.142372972539995
Hisar,2025-07-01,22344,1316.6704545454545,3429.921374795339,6.13055730664066
Malkangiri,2025-03-01,9949,554.4367816091954,1533.5674756437402,6.1259536131250325
Alwar,2025-07-01,37509,2568.3793103448274,5705.499279543317,6.124025081368849
Gomati,2025-03-01,3176,177.13253012048193,490.16542183038047,6.118072259526423
Godda,2025-04-01,17530,930.2758620689655,2717.0464243093897,6.109473871853441
Jaisalmer,2025-07-01,8093,522.9883720930233,1240.8868696994953,6.10048491345565
Pathankot,2025-07-01,5227,312.8941176470588,808.9302463237278,6.074820300867268
Nandurbar,2025-07-01,36834,2269.8522727272725,5690.069339899851,6.074468633431641
West Tripura,2025-03-01,19686,1048.409090909091,3069.2647052219204,6.072330899769472
Tiruvannamalai,2025-03-01,26550,1607.4431818181818,4110.5222110224995,6.0679776285595874
Shivpuri,2025-07-01,40775,1936.8837209302326,6401.501978935889,6.067031832039794
Malerkotla,2025-07-01,2872,162.2,446.80795917368397,6.064797961548044
Pali,2025-07-01,27363,1792.0689655172414,4221.88498293617,6.056756907834825
Villupuram,2025-03-01,20462,1393.8045977011495,3152.4049248488327,6.048777316642857
Bhind,2025-07-01,16460,947.3295454545455,2565.7778714366164,6.04599120884135
East Delhi,2025-04-01,26553,1411.551724137931,4163.453359665203,6.038604519850747
Dumka,2025-04-01,17248,886.1860465116279,2712.8791283393875,6.031162163683937
Maharajganj,2025-07-01,17266,1171.6022727272727,2670.940006468826,6.025742880144535
Dewas,2025-07-01,24383,1394.1976744186047,3815.7084418763297,6.024779585695212
Bhadrak,2025-07-01,18435,1122.7586206896551,2874.1828564343878,6.023361158304073
Ajmer,2025-07-01,22352,1593.9101123595506,3447.381689711145,6.021407478491238
Purulia,2025-07-01,556,46.13095238095238,84.70640717176893,6.019250073788721
Dr. B. R. Ambedkar Konaseema,2025-06-01,1196,86.97619047619048,184.2905626299657,6.01780033495585
Chamrajnagar,2025-05-01,227,27.463414634146343,33.2585068007582,5.999565361163622
Tonk,2025-07-01,13071,908.2159090909091,2030.6632597962957,5.989562293124459
Arvalli,2025-07-01,6273,357.4578313253012,989.2686544923442,5.979712529869183
Dehradun,2025-07-01,19062,1485.9770114942528,2940.0301334360333,5.978177838593964
Udaipur,2025-07-01,29806,2042.9318181818182,4644.424784782792,5.97771940946969
Hojai,2025-04-01,4229,337.2325581395349,651.8814340844251,5.9700541208486735
Bongaigaon,2025-04-01,5647,420.7816091954023,876.0785037735627,5.965468126764359
Rajsamand,2025-07-01,9845,712.2068965517242,1531.9305432212682,5.961623484733379
Vidisha,2025-07-01,25120,1452.2093023255813,3972.297764789005,5.958211619347617
Patan,2025-07-01,15285,859.8720930232558,2422.382234357263,5.954934651675317
Nalbari,2025-03-01,2363,232.77011494252875,357.8853168638395,5.952269581006408
North East Delhi,2025-04-01,29019,1626.090909090909,4616.208248047492,5.934071345783721
Bhadradri Kothagudem,2025-07-01,2759,251.19767441860466,423.85885052809584,5.916597759978032
West Karbi Anglong,2025-04-01,350,41.876543209876544,52.11486897135247,5.91239051103628
Thiruvarur,2025-03-01,11131,836.7701149425287,1741.1623470059824,5.91227458068969
Howrah,2025-07-01,19625,1129.0454545454545,3130.671206755301,5.907983727433382
Sirohi,2025-07-01,10645,815.6976744186046,1664.5102941371813,5.905221710074512
Mungeli,2025-07-01,12593,949.0459770114943,1972.2214302543603,5.903979058521217
Mahoba,2025-07-01,7894,538.8255813953489,1246.1442763402401,5.902345786320842
Malda,2025-07-01,15861,1083.159090909091,2505.8621839087614,5.897307922193765
Sukma,2025-07-01,4800,358.79761904761904,754.1482833284675,5.889030684192416
Tamenglong,2025-07-01,1260,93.5,198.12607036691608,5.887665352872143
Viluppuram,2025-03-01,13942,993.8837209302326,2199.22673265269,5.887576795436573
Unakoti,2025-04-01,3870,187.29761904761904,626.272733608715,5.880349220589369
Lower Subansiri,2025-07-01,528,33.5,84.20965397616123,5.872248330814744
Tirupattur,2025-03-01,1810,142.48235294117646,283.97923346966195,5.871970378555753
Goalpara,2025-04-01,3486,317.51724137931035,539.6911231623218,5.8709187952823
Fatehpur,2025-07-01,21462,1355.3333333333333,3425.6696193715575,5.869412086024587
Nandyal,2025-06-01,1957,125.17647058823529,312.16845942347146,5.868060895052848
Tirunelveli,2025-03-01,34191,2440.6022727272725,5412.900029101983,5.865690767715918
Mewat,2025-07-01,9329,794.4767441860465,1456.0682896618166,5.861348204895091
Baudh,2025-03-01,922,59.81481481481482,147.18526685024483,5.857822617955535
Unakoti,2025-03-01,3853,187.29761904761904,626.272733608715,5.853204497391789
Haora,2025-07-01,4985,322.7325581395349,797.2741122012682,5.8477597234255825
Sri Potti Sriramulu Nellore,2025-05-01,1974,122.10843373493977,316.8560499523708,5.844583262788995
Banaskantha,2025-07-01,28877,1785.3764705882354,4640.098877683304,5.838587548146819
Mainpuri,2025-07-01,11960,848.1724137931035,1907.0125315553703,5.826824628752716
Lakhimpur,2025-04-01,3977,342.2068965517241,623.8946530396131,5.825972519141771
Kheri,2025-07-01,31529,2159.806818181818,5043.812947979518,5.8228156921606455
Sirsa,2025-07-01,17387,1115.7011494252874,2796.121687453029,5.819238455746947
Firozpur,2025-03-01,2106,135.05882352941177,339.034460706015,5.813394816462741
Kallakurichi,2025-03-01,805,56.68235294117647,128.76355331018337,5.811564125262783
Paschim Medinipur,2025-07-01,23769,1709.7701149425288,3797.4324762468973,5.808985419237576
Budaun,2025-07-01,17706,1268.0229885057472,2831.6229629165937,5.80514327887884
Palnadu,2025-06-01,2105,122.59756097560975,341.6829394410684,5.801877150399264
Barddhaman,2025-07-01,31446,2081.9080459770116,5061.461043851161,5.801505079189636
Sawai Madhopur,2025-07-01,12717,935.8850574712644,2031.054322526405,5.800492292039901
Zunheboto,2025-03-01,1667,94.79761904761905,271.1821412431182,5.797588195687568
Koraput,2025-03-01,20387,1195.5795454545455,3311.3933058130824,5.795572643350856
North Tripura,2025-03-01,9281,558.8,1505.0222652996267,5.795395989217173
Gorakhpur,2025-07-01,30944,2047.8620689655172,4986.63558382504,5.794716185951864
Vikarabad,2025-07-01,2020,167.3294117647059,320.0788365772562,5.788169589863284
South 24 Parganas,2025-07-01,39567,2552.5795454545455,6396.614109242897,5.786564551558744
Ambedkar Nagar,2025-07-01,13649,1002.528735632184,2187.393425119881,5.7815256821825365
Kurnool,2025-04-01,67938,3984.465909090909,11063.857178985336,5.780401270217252
Faizabad,2025-07-01,16192,1090.9885057471265,2612.6131554186027,5.780041129676289
Chamarajanagar,2025-07-01,249,22.77777777777778,39.17109903998098,5.775232959160088
Jodhpur,2025-07-01,36251,2489.0113636363635,5845.998746552807,5.775230221571973
Tirupati,2025-05-01,1899,120.90697674418605,307.90703822102944,5.774772260903693
Ujjain,2025-07-01,26625,1764.129411764706,4308.291473836168,5.770470902262051
Uttar Dinajpur,2025-07-01,14931,1054.6666666666667,2406.5389200350387,5.766095539868226
Kargil,2025-04-01,939,69.0,150.8892687654474,5.765817590065914
Sabarkantha,2025-07-01,17740,1038.9310344827586,2897.1927422741696,5.764569516492587
Dhule,2025-07-01,32606,2274.183908045977,5265.000906664679,5.761027705343531
Jhabua,2025-07-01,18731,1043.835294117647,3070.59962674835,5.760166370049487
Dakshin Dinajpur,2025-07-01,7868,513.3218390804598,1276.9554133850265,5.759541863269399
Koch Bihar,2025-07-01,2059,155.30588235294118,330.5956033300754,5.758376997368475
Murshidabad,2025-07-01,37514,2518.1494252873563,6078.321485580013,5.757485953603395
Muzaffarnagar,2025-07-01,31685,1952.3103448275863,5166.258218862226,5.7551690983267365
East Midnapore,2025-07-01,4194,306.8735632183908,676.6409821401409,5.744739883308659
Purba Medinipur,2025-07-01,22427,1509.83908045977,3641.7370148641558,5.743731860418396
Narsimhapur,2025-07-01,1786,123.19047619047619,289.6101857104484,5.741543653689021
Jalor,2025-07-01,14838,1160.3023255813953,2383.0462663414532,5.739585448929259
Karauli,2025-07-01,12482,930.7011494252873,2013.842827259774,5.73594855279372
Rajouri,2025-03-01,8577,640.6436781609195,1384.038008425964,5.734204027290351
Gaya,2025-03-01,37727,2128.4137931034484,6208.9968042475575,5.733387748330561
Baran,2025-07-01,11414,944.1882352941177,1827.925948628518,5.727700168905267
Deoria,2025-07-01,24078,1593.2528735632184,3929.207231770187,5.722464049397301
Dhalai,2025-03-01,7576,401.9310344827586,1254.075503022635,5.720603702269874
Dausa,2025-07-01,16532,1236.3953488372092,2675.969129686838,5.7159122209129505
Faridabad,2025-07-01,20448,1367.2528735632184,3340.648200638267,5.7116900614650765
Jhajjar,2025-07-01,10148,666.3411764705883,1662.7551472877576,5.702378271987697
Bikaner,2025-07-01,20713,1521.7558139534883,3365.5100686262444,5.702328560817564
Chhatrapati Sambhajinagar,2025-06-01,982,57.258823529411764,162.3647534573501,5.695455182109452
Giridih,2025-04-01,21816,1269.0804597701149,3609.483104843216,5.692482536532714
Hingoli,2025-07-01,17666,1361.2093023255813,2866.201220785116,5.688641320586757
South Garo Hills,2025-04-01,279,19.76923076923077,45.57266492604462,5.688295157885747
Ariyalur,2025-03-01,15203,890.4942528735633,2516.5519270841155,5.687347673254685
Jangoan,2025-07-01,732,85.63529411764706,113.74761609839224,5.682446173845475
Nirmal,2025-07-01,1497,158.61904761904762,235.69430399146637,5.678461166500698
Eluru,2025-06-01,1592,100.36585365853658,262.7252008569252,5.677544984174461
Ananthapur,2025-04-01,17894,978.2790697674419,2980.898856350557,5.674704760342681
Sonitpur,2025-04-01,4323,346.17241379310343,700.8368951822937,5.674398156752991
Bokaro,2025-04-01,20550,1260.8023255813953,3399.5294131766755,5.674078770918442
Warangal Rural,2025-07-01,945,84.34117647058824,151.7669385652112,5.670924324269768
Mahasamund,2025-06-01,17629,1134.875,2910.164484874176,5.667763827690702
Chittoor,2025-04-01,45490,2889.712643678161,7516.745236560164,5.667384754390946
North West Delhi,2025-04-01,65071,3696.5113636363635,10831.526579658397,5.666282419656792
Jaunpur,2025-07-01,28471,2104.367816091954,4659.598852668474,5.658562682667053
Araria,2025-04-01,30095,1766.409090909091,5006.649008118217,5.658193906374595
Sirmaur,2025-03-01,6186,365.7325581395349,1029.8954764146029,5.651318580524974
West Delhi,2025-04-01,35806,1991.287356321839,5984.737984410644,5.65015757277269
Srikakulam,2025-04-01,37180,2213.8735632183907,6193.824378953299,5.645320935413828
Palwal,2025-07-01,8941,682.5232558139535,1462.942592470589,5.64511333984698
Nagaur,2025-07-01,32075,2360.551724137931,5266.783031985886,5.641859194768838
Dharashiv,2025-06-01,94,8.68918918918919,15.125887883528922,5.6400530975579
West Midnapore,2025-07-01,2762,223.27058823529413,450.5320502376235,5.634958512775523
Panchmahals,2025-07-01,18130,1204.2298850574712,3004.866110476005,5.632786784054513
Mahesana,2025-07-01,19932,1175.4470588235295,3330.4116308787466,5.63190230518966
Mulugu,2025-06-01,870,64.90361445783132,143.0341605503292,5.628700042315281
Ganganagar,2025-07-01,16227,1165.090909090909,2678.077396821213,5.624150037182297
Koriya,2025-06-01,9789,708.1046511627907,1614.7298519571757,5.623786132293567
Chhatrapati Sambhajinagar,2025-07-01,969,57.258823529411764,162.3647534573501,5.615388543733933
South Twenty Four Parganas,2025-07-01,5357,383.7011494252874,886.6043677980972,5.609377791501318
North 24 Parganas,2025-07-01,38724,2573.67816091954,6447.06235697702,5.607254876317201
Punch,2025-03-01,7241,533.0459770114943,1198.635065863396,5.596327200853797
Kakinada,2025-05-01,2014,137.6235294117647,335.3282321089287,5.595641198438399
Visakhapatnam,2025-04-01,58493,3537.534090909091,9838.088394764107,5.585990255824349
JAJPUR,2025-07-01,6769,424.9767441860465,1135.7635625609053,5.585690072244905
Hooghly,2025-07-01,28671,1848.16091954023,4807.4771918905635,5.579400173901098
Hanumangarh,2025-07-01,15480,1123.639534883721,2574.2084284770217,5.577000023113873
Bankura,2025-07-01,17568,1241.942528735632,2928.3875528094545,5.575101374680197
Koderma,2025-04-01,7706,448.74117647058824,1302.181412942484,5.573154977792604
Simdega,2025-04-01,12624,729.1976744186046,2137.2704132347517,5.565417577450413
Auraiya,2025-07-01,11063,726.2183908045977,1857.354316333324,5.565325645352174
Dibrugarh,2025-04-01,5135,314.52941176470586,866.4736221115597,5.563320642685013
Nashik,2025-07-01,83938,6627.6551724137935,13897.428261194951,5.562924547950772
Pratapgarh,2025-07-01,30579,2139.1704545454545,5114.213197138315,5.560939376044823
Sri Potti Sriramulu Nellore,2025-06-01,1884,122.10843373493977,316.8560499523708,5.5605426076917395
Madhepura,2025-04-01,21554,1363.2209302325582,3632.8424210937,5.5578460966354895
Palamau,2025-03-01,472,32.51851851851852,79.07861770275058,5.557526095530057
Salem,2025-03-01,41042,2734.590909090909,6896.144986135475,5.554901929690453
Botad,2025-07-01,3299,193.52380952380952,559.1086381963657,5.554334128147577
Ananthapuramu,2025-04-01,23780,1274.4418604651162,4052.1426332385486,5.553989623891403
Rampur,2025-04-01,20457,1436.1149425287356,3425.1147678115985,5.553356995866226
Supaul,2025-04-01,20600,1276.9318181818182,3479.9246516993294,5.552726025944921
Kandhamal,2025-03-01,10483,688.9540229885057,1764.7702525748673,5.549756951490771
Central Delhi,2025-04-01,10564,628.6046511627907,1791.5288198766712,5.545763617423225
Nawada,2025-03-01,16357,1002.8488372093024,2774.9376655105643,5.533151736569069
Jabalpur,2025-07-01,25808,1844.9302325581396,4331.022707074263,5.5328894323968205
Dhanbad,2025-04-01,29811,1736.4252873563219,5082.879504888303,5.523360269635315
Pakaur,2025-03-01,553,31.846153846153847,94.41206682219367,5.519991921534095
South West Khasi Hills,2025-03-01,602,42.370370370370374,101.40900409288672,5.518539844026381
Cuttack,2025-07-01,24905,1621.471264367816,4219.840352538097,5.517632609401418
Mohla-Manpur-Ambagarh Chouki,2025-06-01,1175,59.675324675324674,202.1780378487734,5.516547134357511
Samastipur,2025-04-01,37827,2300.7471264367814,6441.854787101465,5.514910541711913
Deoghar,2025-04-01,12598,775.0114942528736,2144.4474677004346,5.513302929460579
Churu,2025-07-01,20064,1531.3103448275863,3364.297498495059,5.5086358038974215
Ballia,2025-07-01,21338,1546.5697674418604,3593.0463022857575,5.508259167149501
Buldhana,2025-07-01,28738,2523.0,4759.250879101937,5.508219815667025
Sonbhadra,2025-03-01,19185,1220.6470588235295,3266.3988096179237,5.4997426793937
Narsinghpur,2025-07-01,11065,725.4827586206897,1880.2230438080267,5.499090799588663
Uttarkashi,2025-04-01,3433,287.8588235294118,572.2292695893751,5.496295529810112
Parbhani,2025-07-01,29197,2115.2413793103447,4928.504011350275,5.494924739499197
Mahisagar,2025-07-01,5685,359.90697674418607,969.4325887786355,5.492999807201415
Gir Somnath,2025-07-01,6640,427.51162790697674,1132.0275796285496,5.487930227045808
West Nimar,2025-07-01,1721,116.88095238095238,292.5083215688639,5.484011665088295
Ratlam,2025-07-01,23453,1587.6117647058823,3989.5942450750713,5.480604515681189
Bastar,2025-07-01,13914,1097.4883720930231,2338.9893329947445,5.4795083701802305
South West Delhi,2025-04-01,27687,1626.7471264367816,4757.792827191427,5.477382857997801
West Singhbhum,2025-04-01,25386,1507.8850574712644,4361.624266537471,5.474592372782415
Kalahandi,2025-03-01,16781,1078.6818181818182,2869.457758642064,5.472224894939423
North Delhi,2025-04-01,11310,699.1954022988506,1940.2645937943894,5.468741032350962
Vizianagaram,2025-04-01,27931,1818.159090909091,4777.811632681606,5.465439602196027
Hasan,2025-05-01,1277,113.90588235294118,212.85959062755165,5.464137717347056
Surajpur,2025-06-01,10171,816.1590909090909,1712.4947445937557,5.462697587028274
Eluru,2025-05-01,1535,100.36585365853658,262.7252008569252,5.4605882559501255
Azamgarh,2025-07-01,26626,1970.4318181818182,4516.667225165477,5.458796708432482
Agra,2025-07-01,39762,2640.9887640449438,6802.016797335624,5.457353655829768
Bhojpur,2025-03-01,17270,1102.2272727272727,2965.4947125702533,5.451964779684196
Khargone,2025-07-01,33922,1944.83908045977,5872.57780819792,5.445165983991084
Chatra,2025-03-01,12133,787.1162790697674,2085.9610645433186,5.439163709133851
Alluri Sitharama Raju,2025-06-01,2936,216.36046511627907,500.1476937816224,5.437672848834902
Panipat,2025-07-01,13576,927.5930232558139,2326.2489188436693,5.437254317148248
Banka,2025-04-01,18329,1155.6117647058823,3159.0242092490907,5.436295228448497
Gumla,2025-04-01,15411,1010.0919540229885,2649.5735314240446,5.435179614825437
Kargil,2025-03-01,889,69.0,150.8892687654474,5.434448763050631
Dakshina Kannada,2025-07-01,13375,907.5697674418604,2295.5087891266276,5.43122740004913
Najafgarh,2025-04-01,219,11.41891891891892,38.23252819934726,5.429436421225869
Kullu,2025-04-01,3386,249.9764705882353,577.9876826927524,5.425761868836947
Jalpaiguri,2025-07-01,13576,926.9310344827586,2331.7438368675603,5.424724948564618
Raigarh,2025-07-01,44987,3807.919540229885,7593.813362018578,5.422714319755673
Jorhat,2025-07-01,2000,187.11494252873564,334.6692371020925,5.416945618214186
Guntur,2025-04-01,51534,3314.7045454545455,8903.86285040542,5.415547865536798
Krishnagiri,2025-03-01,17488,1388.5402298850574,2972.8270735798355,5.415538600678917
Siddharthnagar,2025-07-01,16457,1247.4418604651162,2808.6860675397297,5.4151862379043685
Bhiwani,2025-07-01,16803,1099.1379310344828,2900.595232307335,5.4140136114316
Gurdaspur,2025-07-01,22564,1370.5172413793102,3915.466264260202,5.412760914854935
Pashchimi Singhbhum,2025-04-01,2780,170.0120481927711,482.56617122335524,5.408559711491253
Etah,2025-04-01,16015,1028.5764705882352,2772.6166872970134,5.405155208822546
Kaimur (Bhabua),2025-03-01,13929,898.3563218390805,2414.2423240978496,5.397405035979638
West Sikkim,2025-03-01,863,43.88,151.80454716687683,5.395885797146456
Jhansi,2025-07-01,17188,1287.4137931034484,2948.242789818117,5.3932417851779055
Karimganj,2025-04-01,3484,405.0681818181818,571.0295963393727,5.391895337683962
Bid,2025-06-01,1139,117.76190476190476,189.4852010655032,5.389540130287342
Raipur,2025-07-01,29118,2186.068181818182,4999.070584412814,5.387387788073253
K.v. Rangareddy,2025-07-01,36531,2829.375,6256.07099959803,5.387027257549574
Sultanpur,2025-07-01,14230,1131.7816091954023,2431.5854786790783,5.386698722152266
Jalgaon,2025-07-01,62477,4797.517241379311,10718.346011831785,5.381379057454328
North Twenty Four Parganas,2025-07-01,2008,170.38372093023256,341.57435392793457,5.37984265486591
Palnadu,2025-05-01,1959,122.59756097560975,341.6829394410684,5.374580428359733
Leh,2025-03-01,791,64.10714285714286,135.26644993672812,5.373785277005988
Hazaribag,2025-04-01,1385,90.98823529411764,240.8032438338329,5.373730619670637
Puruliya,2025-07-01,13808,1046.5454545454545,2375.0301481890046,5.373175812182992
Udalguri,2025-03-01,3283,256.8735632183908,563.2045727838133,5.3730501899585805
Chirang,2025-06-01,3708,314.9651162790698,631.6680708330814,5.371547241965221
Kamrup Metro,2025-04-01,4373,307.60919540229884,757.8418617075213,5.364431565495498
East Godavari,2025-04-01,51095,3430.1136363636365,8885.366324613215,5.364425575972102
Wokha,2025-03-01,1392,84.47560975609755,243.7625957801472,5.363925445818507
Guna,2025-07-01,27186,1527.4252873563219,4785.7339128360845,5.361471235127255
Kendujhar,2025-03-01,17735,1175.0919540229886,3091.1339780921667,5.357227529878116
Udalguri,2025-04-01,3273,256.8735632183908,563.2045727838133,5.3552946523027485
Jamtara,2025-04-01,7293,460.9418604651163,1276.2487712008938,5.353233862945245
Thanjavur,2025-03-01,26876,1926.8977272727273,4661.916933533587,5.351683144173191
East Singhbhum,2025-04-01,25141,1564.4367816091954,4410.174741307189,5.3459476327694535
Kozhikode,2025-07-01,24575,1749.2643678160919,4275.32883125304,5.338942694963184
Charkhi Dadri,2025-07-01,1743,117.92771084337349,304.41782835889336,5.338295388011072
Khagaria,2025-04-01,14079,918.4367816091954,2465.6956738090544,5.337464537162493
Rupnagar,2025-07-01,8082,522.6091954022988,1416.8808877767456,5.335233801099035
Darjiling,2025-07-01,389,31.156626506024097,67.0750365994847,5.334970976321838
Ernakulam,2025-05-01,26133,1690.3977272727273,4586.384701821056,5.329383351340363
